Restaurant_Name,Web_Link,Locality,Ratings_out_of_5,Cuisines,Charges_for_two
Dyan's Cafe,https://www.zomato.com/pune/dyans-cafe-1-pimple-gurav,Pimple Gurav,3.2,"North Indian, Fast Food, Street Food",
Misal Villa,https://www.zomato.com/pune/misal-villa-lohegaon,Lohegaon,2.9,Street Food,250
Juicy Steaks And Grills,https://www.zomato.com/pune/juicy-steaks-and-grills-wakad,Wakad,0,Fast Food,
Aman Biryani,https://www.zomato.com/pune/aman-biryani-pimpri,Pimpri,0,"Biryani, North Indian",
The Mafia Kitchen,https://www.zomato.com/pune/the-mafia-kitchen-lohegaon,Lohegaon,0,"North Indian, Continental, Asian, Italian",
Cafe Delight,https://www.zomato.com/pune/cafe-delight-bund-garden,Bund Garden Road,0,"Fast Food, Chinese",200
Dosa King,https://www.zomato.com/pune/dosa-king-1-katraj,Katraj,0,South Indian,
3Z food factory,https://www.zomato.com/pune/3z-food-factory-mundhwa,Mundhwa,0,"North Indian, Biryani",300
Patlacha Chaha,https://www.zomato.com/pune/patlacha-chaha-karve-nagar,Karve Nagar,0,Street Food,150
Zaika-E-Hyderabad,https://www.zomato.com/pune/zaika-e-hyderabad-vishrantwadi,Vishrantwadi,0,"North Indian, Chinese, Biryani",350
Shree Morya Hotel,https://www.zomato.com/pune/shree-morya-hotel-katraj,Katraj,0,"Street Food, North Indian",
Sushi Xpress by The Bento Company,https://www.zomato.com/pune/sushi-xpress-by-the-bento-company-shivaji-nagar,Shivaji Nagar,0,Sushi,
Just Momos,https://www.zomato.com/pune/just-momos-pimpri,Pimpri,0,"Momos, Fast Food",
Sahil Family Resturant,https://www.zomato.com/pune/sahil-family-resturant-dhankawadi,Dhankawadi,0,"Chinese, North Indian",300
Mughal's,https://www.zomato.com/pune/mughals-viman-nagar,Viman Nagar,0,North Indian,
Hotel New Akash,https://www.zomato.com/pune/hotel-new-akash-pimple-saudagar,Pimple Saudagar,0,North Indian,250
Aasara Bhel,https://www.zomato.com/pune/aasara-bhel-sinhgad-road,Sinhgad Road,0,Street Food,100
Koyla Dum Biryani,https://www.zomato.com/pune/koyla-dum-biryani-model-colony,Model Colony,0,"Biryani, North Indian, Maharashtrian",
Swad E Hyderabadi,https://www.zomato.com/pune/swad-e-hyderabadi-pimpri,Pimpri,0,"Hyderabadi, North Indian",400
Tasmiya Kitchen,https://www.zomato.com/pune/tasmiya-kitchen-dhanori,KP and Kalyani,0,North Indian,
Rayat Khanawal Veg- Non Veg,https://www.zomato.com/pune/rayat-khanawal-veg-non-veg-shaniwar-peth,Shaniwar Peth,0,Mughlai,350
Cafe Bombay BSC,https://www.zomato.com/pune/cafe-bombay-bsc-sinhgad-road,Sinhgad Road,0,Fast Food,200
Balle Balle,https://www.zomato.com/pune/balle-balle-wadgaon-sheri,Wadgaon Sheri,0,Fast Food,
Cafe Delicious,https://www.zomato.com/pune/cafe-delicious-dhankawadi,Dhankawadi,0,"Fast Food, Maharashtrian, North Indian, South Indian",300
VT Eats,https://www.zomato.com/pune/vt-eats-pimple-gurav,Pimple Gurav,0,North Indian,
Cafe B'Live,https://www.zomato.com/pune/cafe-blive-pimple-gurav,Pimple Gurav,0,"Coffee, Fast Food",150
Jay Matadi Snacks Center,https://www.zomato.com/pune/jay-matadi-snacks-center-wakad,Wakad,0,Street Food,100
Hinglish Cafe,https://www.zomato.com/pune/hinglish-cafe-shivaji-nagar,Shivaji Nagar,0,"Italian, Fast Food, Beverages",750
Annapurna Foods And Snacks,https://www.zomato.com/pune/annapurna-foods-and-snacks-kharadi,Kharadi,0,"South Indian, Fast Food",200
Parathe Wala,https://www.zomato.com/pune/parathe-wala-hinjawadi,Hinjawadi,0,North Indian,
Sai’s Cake & Shake,https://www.zomato.com/pune/sais-cake-shake-nigdi,Nigdi,0,"Fast Food, Bakery, Beverages",250
Shokeen Burger,https://www.zomato.com/pune/shokeen-burger-hadapsar,Hadapsar,3.1,Burger,300
Hotel Shree  Veg - Nonveg,https://www.zomato.com/pune/hotel-shree-veg-nonveg-katraj,Katraj,0,"Chinese, Maharashtrian",250
Dilbahar Snacks,https://www.zomato.com/pune/dilbahar-snacks-wagholi,Wagholi,0,"Street Food, North Indian",
Sugate's Kolhapuri Kitchen,https://www.zomato.com/pune/sugates-kolhapuri-kitchen-1-erandwane,Erandwane,0,North Indian,
Biryani House Chinese & Burger,https://www.zomato.com/pune/biryani-house-chinese-burger-baner,Baner,0,"Biryani, Chinese, North Indian",
Wingz,https://www.zomato.com/pune/wingz-aundh,Aundh,0,Fast Food,
KNS,https://www.zomato.com/pune/kns-1-wakad,Wakad,0,"Burger, Pizza, Fast Food",300
Dwarka Ice Cream Parlor & Snacks,https://www.zomato.com/pune/dwarka-ice-cream-parlor-snacks-narhe,Narhe,0,"Desserts, Fast Food",300
Tiffon Veg Non Veg,https://www.zomato.com/pune/tiffon-veg-non-veg-katraj,Katraj,0,North Indian,200
Krusty Bites,https://www.zomato.com/pune/krusty-bites-nigdi,Nigdi,0,"Sandwich, Fast Food, Pizza, Beverages",200
Hotel Rayat,https://www.zomato.com/pune/hotel-rayat-dhankawadi,Dhankawadi,0,Maharashtrian,400
Noodle House,https://www.zomato.com/pune/noodle-house-2-wakad,Wakad,0,Chinese,350
Zaika Chai,https://www.zomato.com/pune/zaika-chai-aundh,Aundh,0,Tea,100
Arabian Hot N Spicy,https://www.zomato.com/pune/arabian-hot-n-spicy-katraj,Katraj,0,"Arabian, North Indian, Rolls",
Hotel Rudra,https://www.zomato.com/pune/hotel-rudra-1-hadapsar,Hadapsar,0,Biryani,250
Biryani Lovers,https://www.zomato.com/pune/biryani-lovers-dhankawadi,Dhankawadi,0,Biryani,
Miya Murg,https://www.zomato.com/pune/miya-murg-pimple-nilakh,Pimple Nilakh,0,"Biryani, North Indian, Mughlai",
Shawarma Hut,https://www.zomato.com/pune/shawarma-hut-1-wagholi,Wagholi,0,Lebanese,200
Surya Pure Veg,https://www.zomato.com/pune/surya-pure-veg-wagholi,Wagholi,0,North Indian,200
Heena Fast Food And Veg Nonveg,https://www.zomato.com/pune/heena-fast-food-and-veg-nonveg-chinchwad,Pimpri Chinchwad Area,0,"North Indian, Fast Food",
Dakshin Dosa,https://www.zomato.com/pune/dakshin-dosa-viman-nagar,Viman Nagar,0,South Indian,
Top Hat,https://www.zomato.com/pune/top-hat-koregaon-park,Koregaon Park,0,Fast Food,
Tasty Gem,https://www.zomato.com/pune/tasty-gem-aundh,Aundh,0,Desserts,
La Pastel - The Cake Shop,https://www.zomato.com/pune/la-pastel-the-cake-shop-bavdhan,Bavdhan,0,Bakery,300
Uncle Kitchen,https://www.zomato.com/pune/uncle-kitchen-wanowrie,Wanowrie,0,North Indian,
Cafe Carnival,https://www.zomato.com/pune/cafe-carnival-karve-nagar,Karve Nagar,0,"Fast Food, Desserts, Beverages",550
Mount View Restaurant,https://www.zomato.com/pune/mount-view-restaurant-lonavala,Lonavala,0,"Chinese, South Indian, North Indian, Fast Food, Malwani, Desserts, Beverages",800
Siddhivinayak Wada Pav,https://www.zomato.com/pune/siddhivinayak-wada-pav-bhosari,Bhosari,0,Street Food,100
Number 1 Chinese And Biryani,https://www.zomato.com/pune/number-1-chinese-and-biryani-dange-chowk,Dange Chowk,0,Chinese,300
French Roll,https://www.zomato.com/pune/french-roll-yerawada,Yerawada,0,Rolls,
Dogin Bun,https://www.zomato.com/pune/dogin-bun-salunkhe-vihar-road,Salunkhe Vihar Road,0,Fast Food,
SJ Dum Biryani,https://www.zomato.com/pune/sj-dum-biryani-vishrantwadi,Vishrantwadi,0,Biryani,
Delhi Tadka,https://www.zomato.com/pune/delhi-tadka-1-kharadi,Kharadi,0,North Indian,200
Sai Snacks - Sai Loni Dosa,https://www.zomato.com/pune/sai-snacks-sai-loni-dosa-shivaji-nagar,Shivaji Nagar,0,South Indian,200
Roll Kings,https://www.zomato.com/pune/roll-kings-wagholi,Wagholi,0,Rolls,
Quality Chinese,https://www.zomato.com/pune/quality-chinese-lohegaon,Lohegaon,0,Chinese,
Cafe One Life,https://www.zomato.com/cafeonelife,Chinchwad,0,"Fast Food, Beverages",300
Swati Food Point,https://www.zomato.com/pune/swati-food-point-narhe,Narhe,0,Fast Food,300
Urban Bites,https://www.zomato.com/pune/urban-bites-viman-nagar,KP and Kalyani,0,"Fast Food, North Indian, Rolls",300
Hotel Shashwat,https://www.zomato.com/pune/hotel-shashwat-yerawada,Yerawada,0,"North Indian, Chinese",600
Hotel Maratha Samrath,https://www.zomato.com/pune/hotel-maratha-samrath-ravet,Ravet,0,"Maharashtrian, North Indian",600
WOW! Parathas,https://www.zomato.com/pune/wow-parathas-1-chinchwad,Chinchwad,0,North Indian,400
Bismillah Restaurant,https://www.zomato.com/pune/bismillah-restaurant-yerawada,Yerawada,0,"North Indian, South Indian",
Alishah's Biryani And Kebabs,https://www.zomato.com/pune/alishahs-biryani-and-kebabs-viman-nagar,Viman Nagar,0,Biryani,
Veg Tiffin Box,https://www.zomato.com/pune/veg-tiffin-box-hadapsar,"Magarpatta, Pune Sholapur Rd",0,North Indian,
Burger Eats,https://www.zomato.com/pune/burger-eats-wadgaon-sheri,Wadgaon Sheri,0,Burger,
Food Hub,https://www.zomato.com/pune/food-hub-kothrud,Kothrud,0,"Fast Food, Rolls, Beverages",250
Pan Nagri,https://www.zomato.com/pune/pan-nagri-kothrud,Kothrud,0,Paan,100
Roll King,https://www.zomato.com/pune/roll-king-karve-nagar,Kothrud Area,0,Rolls,
Dhanshree Food Plaza,https://www.zomato.com/pune/dhanshree-food-plaza-ravet,Ravet,0,North Indian,300
Annapurna Snacks & Cold Drinks,https://www.zomato.com/pune/annapurna-snacks-cold-drinks-sinhgad-road,Sinhgad Road,0,"Street Food, South Indian",200
Barbeque n Biryanis,https://www.zomato.com/pune/barbeque-n-biryanis-chinchwad,Chinchwad,0,"Biryani, BBQ",400
Khana Khajana,https://www.zomato.com/pune/khana-khajana-yerawada,Yerawada,0,North Indian,
Hotel Kinara,https://www.zomato.com/pune/hotel-kinara-talegaon,Talegaon,0,"Chinese, Maharashtrian",300
Let's Roll,https://www.zomato.com/pune/lets-roll-viman-nagar,Viman Nagar,0,Rolls,
Warsi KGN Caterers,https://www.zomato.com/pune/warsi-kgn-caterers-hadapsar,Hadapsar,0,"North Indian, Mughlai, Biryani",300
Beijing Chinese,https://www.zomato.com/pune/beijing-chinese-karve-nagar,Kothrud Area,0,Chinese,
Sadanand Pure Veg,https://www.zomato.com/pune/sadanand-pure-veg-hinjawadi,Hinjawadi,0,"North Indian, South Indian, Fast Food, Beverages",600
Riyas Chinese Tandoor Biryani,https://www.zomato.com/pune/riyas-chinese-tandoor-biryani-bhosari,Bhosari,0,"Biryani, North Indian, Chinese",
Cafe Kababking,https://www.zomato.com/pune/cafe-kababking-hadapsar,Hadapsar,0,Kebab,300
Nisarg Chinese & Fast Food,https://www.zomato.com/pune/nisarg-chinese-fast-food-hadapsar,Hadapsar,0,"Chinese, Fast Food",300
Food Court,https://www.zomato.com/pune/food-court-hadapsar,Hadapsar,0,Chinese,300
Rashi Mess,https://www.zomato.com/pune/rashi-mess-narhe,Narhe,0,"North Indian, Maharashtrian",450
Dosa Man,https://www.zomato.com/pune/dosa-man-vishrantwadi,Vishrantwadi,0,South Indian,
Wok King,https://www.zomato.com/pune/wok-king-viman-nagar,Viman Nagar,0,Rolls,
Food Hub Cafe And Restro,https://www.zomato.com/pune/food-hub-cafe-and-restro-kothrud,Kothrud,0,"Fast Food, Beverages, Desserts",250
Ghanshayam The Paratha House,https://www.zomato.com/pune/ghanshayam-the-paratha-house-hadapsar,Hadapsar,0,North Indian,200
Taste Of Pune,https://www.zomato.com/pune/taste-of-pune-karve-nagar,Karve Nagar,0,Fast Food,300
Osam Cafe And Snacks,https://www.zomato.com/pune/osam-cafe-and-snacks-karve-nagar,Karve Nagar,0,"Fast Food, Pizza, Sandwich, Beverages",300
MH 12 Momos Junction,https://www.zomato.com/pune/mh-12-momos-junction-hadapsar,Hadapsar,0,"Momos, Fast Food",250
Purohit Sweet Mart,https://www.zomato.com/pune/purohit-sweet-mart-hadapsar,Hadapsar,0,"Mithai, Fast Food",250
Indian Masala Magic,https://www.zomato.com/pune/indian-masala-magic-hadapsar,Hadapsar,0,"North Indian, Mughlai, Beverages",1100
Saffron Delights,https://www.zomato.com/pune/saffron-delights-wagholi,Wagholi,0,Biryani,350
Roll & Paratha House,https://www.zomato.com/pune/roll-paratha-house-karve-nagar,Karve Nagar,0,"Rolls, North Indian",
The Asian Curry Pot,https://www.zomato.com/pune/the-asian-curry-pot-viman-nagar,Viman Nagar,0,"Chinese, Fast Food",
Shreeji Ice Cream,https://www.zomato.com/pune/shreeji-ice-cream-1-bibvewadi,Bibvewadi,0,Ice Cream,150
Balaji Bhel And Farsan,https://www.zomato.com/pune/balaji-bhel-and-farsan-karve-nagar,Karve Nagar,0,Street Food,150
Ellora Garden,https://www.zomato.com/pune/ellora-garden-bavdhan,Bavdhan,0,"North Indian, Biryani, Chinese",450
Shri Krishna Pure Veg,https://www.zomato.com/pune/shri-krishna-pure-veg-wagholi,Wagholi,0,North Indian,
Burger Up,https://www.zomato.com/pune/burger-up-1-wakad,Wakad,0,Burger,
Boon Bay,https://www.zomato.com/pune/boon-bay-hadapsar,Hadapsar,0,"Street Food, Beverages",
Aai Chi Poli,https://www.zomato.com/pune/aai-chi-poli-dhole-patil-road,Dhole Patil Road,0,North Indian,100
Paratha,https://www.zomato.com/pune/paratha-hadapsar,Hadapsar,0,"North Indian, Beverages",
Bowl De- Meals in Bowls,https://www.zomato.com/pune/bowl-de-meals-in-bowls-shivaji-nagar,Shivaji Nagar,0,"Chinese, Biryani, North Indian",
Hotel Sahara,https://www.zomato.com/pune/hotel-sahara-hinjawadi,Hinjawadi,0,North Indian,300
Chat House,https://www.zomato.com/pune/chat-house-kothrud,Kothrud,0,Fast Food,250
Mirchi Mary,https://www.zomato.com/pune/mirchi-mary-lohegaon,KP and Kalyani,0,"South Indian, North Indian, Fast Food, Desserts",
Cake Connection,https://www.zomato.com/pune/cake-connection-viman-nagar,Viman Nagar,0,Bakery,150
Clover Sandwich And Pizza,https://www.zomato.com/pune/clover-sandwich-and-pizza-camp-area,Camp Area,0,"Sandwich, Pizza, Fast Food, North Indian",300
Durves CKP Kitchen,https://www.zomato.com/pune/durves-ckp-kitchen-sinhgad-road,Sinhgad Road,0,North Indian,
Chota Bite,https://www.zomato.com/pune/chota-bite-senapati-bapat-road,Senapati Bapat Road,0,"Fast Food, Mughlai, North Indian",650
Hideout,https://www.zomato.com/pune/hideout-shaniwar-peth,Shaniwar Peth,0,"Sandwich, Fast Food, Beverages",150
Mummys Kitchan,https://www.zomato.com/pune/mummys-kitchan-wagholi,Wagholi,0,North Indian,350
Schin Chan Chinese,https://www.zomato.com/pune/schin-chan-chinese-sinhgad-road,Sinhgad Road,0,Chinese,
Cake Paradise,https://www.zomato.com/pune/cake-paradise-kothrud,Kothrud,0,"Bakery, Desserts",400
Mumbai Seekh Paratha,https://www.zomato.com/pune/mumbai-seekh-paratha-wakad,Wakad,0,Mughlai,250
Roshni Chapati & Paratha House,https://www.zomato.com/pune/roshni-chapati-paratha-house-chinchwad,Pimpri Chinchwad Area,0,"North Indian, Biryani",
Narayani Home Kitchen,https://www.zomato.com/pune/narayani-home-kitchen-dhankawadi,Dhankawadi,0,Maharashtrian,
Mini Indore,https://www.zomato.com/pune/mini-indore-pimple-saudagar,Pimple Saudagar,0,Street Food,150
Biryani House,https://www.zomato.com/pune/biryani-house-1-kharadi,Kharadi,0,"Biryani, Kebab",200
Just Cakes,https://www.zomato.com/pune/just-cakes-shaniwar-peth,Shaniwar Peth,0,Bakery,200
Raj Chinese House,https://www.zomato.com/pune/raj-chinese-house-1-pimple-nilakh,Pimple Nilakh,0,Chinese,300
Pickle Takeaways,https://www.zomato.com/pune/pickle-takeaways-hinjawadi,Hinjawadi,0,North Indian,
Asia Seven,https://www.zomato.com/pune/asia-seven-chinchwad,Chinchwad,0,Chinese,300
Spice Of China Chinese,https://www.zomato.com/pune/spice-of-china-chinese-sinhgad-road,Sinhgad Road,0,Chinese,
Tiffins Homely Meals,https://www.zomato.com/pune/tiffins-homely-meals-shivaji-nagar,Shivaji Nagar,0,North Indian,
The Red Lion Hotel,https://www.zomato.com/pune/the-red-lion-hotel-hinjawadi,Hinjawadi,0,"North Indian, Chinese",500
A1 Ketars And Biryani House,https://www.zomato.com/pune/a1-ketars-and-biryani-house-hinjawadi,Hinjawadi,0,Biryani,200
Food Basket,https://www.zomato.com/pune/food-basket-pimple-nilakh,Pimpri Chinchwad Area,0,"Chinese, North Indian",
Hero Sandwiches,https://www.zomato.com/pune/hero-sandwiches-kharadi,Kharadi,0,"Fast Food, Sandwich",
Veg Momo Factory,https://www.zomato.com/pune/veg-momo-factory-viman-nagar,Viman Nagar,0,Momos,
Momo House,https://www.zomato.com/pune/momo-house-kothrud,Kothrud,0,"Momos, Fast Food",300
Rashee's Home Base Kitchen,https://www.zomato.com/pune/rashees-home-base-kitchen-dhankawadi,Dhankawadi,0,"Maharashtrian, North Indian",
Saiba Khanwal,https://www.zomato.com/pune/saiba-khanwal-dehu-road,Dehu Road,0,Maharashtrian,
Sugaran Bhojnalay,https://www.zomato.com/pune/sugaran-bhojnalay-chandan-nagar,Chandan Nagar,0,"North Indian, South Indian",300
Saffron,https://www.zomato.com/pune/saffron-pimple-nilakh,Pimpri Chinchwad Area,0,"Fast Food, North Indian",
Chaitanya Parathas,https://www.zomato.com/pune/chaitanya-parathas-hinjawadi,Pimpri Chinchwad Area,0,"North Indian, Chinese",
The Matka Biryani,https://www.zomato.com/pune/the-matka-biryani-shivaji-nagar,Shivaji Nagar,0,Biryani,
Lord Of Combos,https://www.zomato.com/pune/lord-of-combos-hinjawadi,Hinjawadi,0,"North Indian, Chinese",
Adraq,https://www.zomato.com/pune/adraq-pimple-nilakh,Pimple Nilakh,0,"North Indian, Mughlai",
Biteful Snacks Center,https://www.zomato.com/pune/biteful-snacks-center-bhosari,Bhosari,0,"Fast Food, Juices, South Indian",200
Shivshahi Misal House,https://www.zomato.com/pune/shivshahi-misal-house-hadapsar,Hadapsar,0,"Fast Food, Beverages",100
Prashik Chaha,https://www.zomato.com/pune/prashik-chaha-khadki,Khadki,0,Beverages,100
Pizza Gully,https://www.zomato.com/pune/pizza-gully-wagholi,Wagholi,0,"Pizza, Italian, Desserts, Beverages",
Cafe Kaz,https://www.zomato.com/pune/cafe-kaz-camp-area,Camp Area,0,"Fast Food, Chinese, North Indian, Beverages",250
Indrayani Pure Veg Restaurant,https://www.zomato.com/pune/indrayani-pure-veg-restaurant-bhosari,Bhosari,0,"North Indian, Maharashtrian, Chinese",250
Torna Misal,https://www.zomato.com/pune/torna-misal-bhosari,Bhosari,0,Fast Food,200
A S Pavbhaji Center and Restaurant,https://www.zomato.com/pune/a-s-pavbhaji-center-and-restaurant-lohegaon,Lohegaon,0,Street Food,200
Moms Magic Snacks And Foods,https://www.zomato.com/pune/moms-magic-snacks-and-foods-aundh,Aundh,0,"North Indian, Fast Food, Street Food",
Lee's Chinese,https://www.zomato.com/pune/lees-chinese-viman-nagar,Viman Nagar,0,Chinese,
Twelve 21,https://www.zomato.com/pune/twelve-21-ravet,Ravet,0,"North Indian, South Indian",900
Swagat Snacks Center,https://www.zomato.com/pune/swagat-snacks-center-hadapsar,Hadapsar,0,"South Indian, Street Food",200
Gavran Thali,https://www.zomato.com/pune/gavran-thali-wagholi,Wagholi,0,"North Indian, Biryani",
Cafe Weekend,https://www.zomato.com/pune/cafe-weekend-koregaon-park,Koregaon Park,0,Fast Food,500
Meal Square,https://www.zomato.com/pune/meal-square-hadapsar,Hadapsar,0,North Indian,
Medina Biryani House,https://www.zomato.com/pune/medina-biryani-house-karve-nagar,Karve Nagar,0,Biryani,150
Cake N Crunch,https://www.zomato.com/pune/cake-n-crunch-hadapsar,Hadapsar,0,Bakery,150
SP Shawarma Point,https://www.zomato.com/pune/sp-shawarma-point-sinhgad-road,Sinhgad Road,0,Rolls,200
Har Roz Kebab,https://www.zomato.com/pune/har-roz-kebab-hadapsar,Hadapsar,0,Kebab,
Panku's Den Chinese Food,https://www.zomato.com/pune/pankus-den-chinese-food-warje,Warje,0,Chinese,250
Healthy Byte,https://www.zomato.com/pune/healthy-byte-1-hadapsar,Hadapsar,0,Healthy Food,
Adhira's Kitchen,https://www.zomato.com/pune/adhiras-kitchen-karve-nagar,Kothrud Area,0,"Fast Food, Beverages",
Lucifers Tavern,https://www.zomato.com/pune/lucifers-tavern-baner,Baner,0,"North Indian, Chinese, Bar Food, Finger Food",800
Snappy Dragon,https://www.zomato.com/pune/snappy-dragon-bavdhan,Bavdhan,0,"Chinese, Rolls",350
Mithai World,https://www.zomato.com/pune/mithai-world-viman-nagar,Viman Nagar,0,"Mithai, Desserts",350
Multi Flavour Pani Puri,https://www.zomato.com/pune/multi-flavour-pani-puri-wakad,Wakad,0,Street Food,100
Khamang Phodani,https://www.zomato.com/pune/khamang-phodani-wadgaon-sheri,Wadgaon Sheri,0,Maharashtrian,150
Golden Chinese Center,https://www.zomato.com/pune/golden-chinese-center-kothrud,Kothrud,0,"Chinese, North Indian",450
Cakes & Cookies,https://www.zomato.com/pune/cakes-cookies-khadki,Khadki,0,Bakery,250
DS Fast Food Online Kitchen,https://www.zomato.com/pune/ds-fast-food-online-kitchen-fc-road,FC Road,0,"Biryani, Chinese",
Royal Biryani Zone,https://www.zomato.com/pune/royal-biryani-zone-wakad,Wakad,0,Biryani,250
Cake O'Clock by Garima,https://www.zomato.com/pune/cake-oclock-by-garima-bavdhan,Bavdhan,0,Bakery,300
Hotel Samrat,https://www.zomato.com/pune/hotel-samrat-dhole-patil-road,Dhole Patil Road,0,"North Indian, Chinese",400
Foodways,https://www.zomato.com/pune/foodways-wadgaon-sheri,Wadgaon Sheri,0,North Indian,
The Biryani Life,https://www.zomato.com/pune/the-biryani-life-satara-road,Satara Road,0,"Biryani, North Indian",
Santkrupa Tea And Snacks,https://www.zomato.com/pune/santkrupa-tea-and-snacks-pimpri,Pimpri,0,Fast Food,200
Juice Time,https://www.zomato.com/pune/juice-time-kothrud,Kothrud,0,Beverages,150
Gavraan That,https://www.zomato.com/pune/gavraan-that-karve-nagar,Karve Nagar,3.2,"North Indian, Chinese",
Hotel Sri Sai,https://www.zomato.com/pune/hotel-sri-sai-dhankawadi,Dhankawadi,0,North Indian,200
