,Locality,Sponsored,Number of votes,Ratings_out_of_5,Charges_for_two,Cuisines,Wine and Beer,Vegetarian Only,Vegan Options,Sugar Free Options,Buffet
9889,Bavdhan,Quick Bites,0,0.0,200,"Fast Food, Burger",0,0,0,0,0
9890,Wadgaon Sheri,Delivery,0,0.0,0,"North Indian, Chinese, Beverages",0,0,0,0,0
9891,Kharadi,"Takeaway, Delivery",0,0.0,0,"Fast Food, North Indian",0,0,0,0,0
9892,Dhankawadi,Quick Bites,0,0.0,250,North Indian,0,0,0,0,0
9893,Wagholi,Quick Bites,0,0.0,500,"North Indian, Chinese",0,0,0,0,0
9894,Bhosari,Quick Bites,0,0.0,400,Biryani,0,0,0,0,0
9895,Shivaji Nagar,Beverage Shop,0,0.0,300,"Beverages, Juices",0,0,0,0,0
9896,Shivaji Nagar,Quick Bites,0,0.0,300,Sandwich,0,0,0,0,0
9897,Bavdhan,Quick Bites,0,0.0,300,Chinese,0,0,0,0,0
9898,Bhosari,Quick Bites,0,0.0,150,North Indian,0,0,0,0,0
9899,Bhosari,Casual Dining,0,0.0,500,"Chinese, Maharashtrian, North Indian, South Indian, Street Food, Fast Food, Desserts, Beverages",0,1,0,0,1
9900,Bhosari,Quick Bites,0,0.0,200,South Indian,0,1,0,0,0
9901,Bhosari,Quick Bites,0,0.0,200,"Beverages, Ice Cream",0,0,0,0,0
9902,Bhosari,Quick Bites,0,0.0,400,"Fast Food, Beverages, Desserts",0,0,0,0,0
9903,Rasta Peth,Quick Bites,0,0.0,250,Fast Food,0,0,0,0,0
9904,Pimple Gurav,Quick Bites,0,0.0,300,"Fast Food, Beverages, Ice Cream",0,0,0,0,0
9905,Baner,Delivery,0,0.0,0,"North Indian, Chinese",0,0,0,0,0
9906,Bhosari,Quick Bites,0,0.0,200,"South Indian, Fast Food",0,0,0,0,0
9907,Talegaon,Delivery,0,0.0,0,Fast Food,0,0,0,0,0
9908,Bhosari,Quick Bites,0,0.0,100,Fast Food,0,1,0,0,0
9909,Bhosari,Quick Bites,0,0.0,250,North Indian,0,1,0,0,0
9910,Bhosari,Quick Bites,0,0.0,150,Fast Food,0,0,0,0,0
9911,Wanowrie Kondhwa Area,Delivery,0,0.0,0,Chinese,0,0,0,0,0
9912,Wakad,"Takeaway, Delivery",0,0.0,0,"Street Food, Pizza, Sandwich",0,0,0,0,0
9913,Vishrantwadi,"Takeaway, Delivery",0,0.0,0,North Indian,0,0,0,0,0
9914,Viman Nagar,Delivery,0,0.0,0,"North Indian, Chinese, Rolls",0,0,0,0,0
9915,Wakad,Quick Bites,0,0.0,100,Fast Food,0,1,0,0,0
9916,Talegaon,Delivery,0,0.0,0,South Indian,0,0,0,0,0
9917,Pashan,Quick Bites,0,0.0,400,"Momos, Chinese",0,0,0,0,0
9918,Bhosari,Quick Bites,0,0.0,250,"Biryani, Fast Food, North Indian",0,0,0,0,0
9919,Balewadi,Quick Bites,0,0.0,200,Maharashtrian,0,0,0,0,0
9920,Bhosari,Quick Bites,0,0.0,300,Fast Food,0,0,0,0,0
9921,Dehu Road,Quick Bites,0,0.0,200,"North Indian, Maharashtrian",0,0,0,0,0
9922,Shivane,Quick Bites,0,0.0,250,"Maharashtrian, South Indian, Fast Food, Street Food",0,1,0,0,0
9923,Hadapsar,Delivery,0,0.0,0,Burger,0,0,0,0,0
9924,Hadapsar,Quick Bites,0,0.0,150,Biryani,0,0,0,0,0
9925,Hinjawadi,Quick Bites,0,0.0,400,"North Indian, Chinese",0,0,0,0,0
9926,Parvati,"Takeaway, Delivery",0,0.0,0,Biryani,0,0,0,0,0
9927,Pimpri,Quick Bites,0,0.0,250,"Fast Food, Pizza, Burger, Sandwich",0,0,0,0,0
9928,Mundhwa,Quick Bites,0,0.0,250,Chinese,0,0,0,0,0
9929,Shukrawar Peth,Kiosk,0,0.0,100,South Indian,0,0,0,0,0
9930,Katraj,Quick Bites,0,0.0,100,Street Food,0,0,0,0,0
9931,Hadapsar,Quick Bites,0,0.0,600,"South Indian, Chinese, North Indian, Kebab, Maharashtrian",0,0,0,0,0
9932,Sinhgad Road,"Takeaway, Delivery",0,0.0,0,"North Indian, Maharashtrian",0,0,0,0,0
9933,Kharadi,Quick Bites,0,0.0,250,Fast Food,0,0,0,0,0
9934,Aundh,Quick Bites,0,0.0,250,Chinese,0,0,0,0,0
9935,Hadapsar,"Takeaway, Delivery",0,0.0,0,Biryani,0,0,0,0,0
9936,JM Road,Quick Bites,0,0.0,150,"North Indian, Rolls",0,0,0,0,0
9937,Kothrud Area,Bakery,0,0.0,300,"Bakery, Desserts",0,0,0,0,0
9938,Kothrud Area,Delivery,0,0.0,0,"Pizza, Street Food, Fast Food",0,0,0,0,0
9939,Wagholi,Quick Bites,0,0.0,400,Maharashtrian,0,0,0,0,0
9940,Wagholi,"Takeaway, Delivery",0,0.0,0,North Indian,0,0,0,0,0
9941,Hinjawadi,Quick Bites,0,0.0,200,"South Indian, Street Food",0,0,0,0,0
9942,Bhosari,Quick Bites,0,0.0,150,"Fast Food, North Indian, Maharashtrian",0,1,0,0,0
9943,Sadashiv Peth,Takeaway,0,0.0,0,Fast Food,0,1,0,0,0
9944,Kothrud Area,Delivery,0,0.0,0,"Pizza, Burger, Sandwich, Fast Food",0,0,0,0,0
9945,Kondhwa,"Takeaway, Delivery",0,0.0,0,"Lebanese, Chinese",0,0,0,0,0
9946,Wadgaon Sheri,Quick Bites,0,0.0,200,Burger,0,0,0,0,0
9947,Chinchwad,Delivery,0,0.0,0,South Indian,0,0,0,0,0
9948,Magarpatta,Quick Bites,0,0.0,300,"North Indian, Fast Food",0,0,0,0,0
9949,Pimpri,Quick Bites,0,0.0,300,North Indian,0,0,0,0,0
9950,Hadapsar,Casual,0,0.0,0,North Indian,0,0,0,0,0
9951,JM Road,Quick Bites,0,0.0,150,Street Food,0,0,0,0,0
9952,Wanowrie,"Dessert Parlor, Beverage Shop",0,0.0,300,"Desserts, Beverages",0,0,0,0,0
9953,Pimpri,Quick Bites,0,0.0,200,"Street Food, Fast Food, Beverages",0,0,0,0,0
9954,Viman Nagar,Quick Bites,0,0.0,200,North Indian,0,0,0,0,0
9955,Pimple Nilakh,"Takeaway, Delivery",0,0.0,0,Pizza,0,0,0,0,0
9956,Kothrud Area,Delivery,0,0.0,0,"Biryani, Beverages",0,0,0,0,0
9957,Bavdhan,Quick Bites,0,0.0,350,"North Indian, Maharashtrian",0,0,0,0,0
9958,Vishrantwadi,Quick Bites,0,0.0,250,Chinese,0,0,0,0,0
9959,Pimpri Chinchwad Area,Delivery,0,0.0,0,"Burger, Sandwich, Fast Food, Beverages",0,0,0,0,0
9960,Katraj,Quick Bites,0,0.0,150,North Indian,0,0,0,0,0
9961,Chinchwad,Quick Bites,0,0.0,150,"South Indian, Maharashtrian",0,1,0,0,0
9962,Pimpri,Quick Bites,0,0.0,200,Maharashtrian,0,0,0,0,0
9963,Lonavala,Quick Bites,0,0.0,300,"Chinese, Maharashtrian",0,1,0,0,0
9964,Narhe,Quick Bites,0,0.0,150,"Street Food, Fast Food",0,0,0,0,0
9965,Wakad,Quick Bites,0,0.0,300,Biryani,0,0,0,0,0
9966,Budhwar Peth,Quick Bites,0,0.0,600,African,0,0,0,0,0
9967,Sinhgad Road,Quick Bites,30,3.5,150,Street Food,0,0,0,0,0
9968,Wagholi,Quick Bites,12,3.3,400,"Chinese, Fast Food",0,0,0,0,0
9969,Kothrud,"Takeaway, Delivery",0,0.0,0,Maharashtrian,0,0,0,0,0
9970,Sinhgad Road,Quick Bites,0,0.0,300,Fast Food,0,0,0,0,0
9971,Sinhgad Road,Quick Bites,0,0.0,300,North Indian,0,0,0,0,0
9972,Bibvewadi,Quick Bites,0,0.0,250,Street Food,0,1,0,0,0
9973,Pimpri Chinchwad Area,Delivery,0,0.0,0,"Biryani, Fast Food",0,0,0,0,0
9974,Wakad,Quick Bites,0,0.0,250,"Sandwich, Burger, Fast Food, Chinese",0,0,0,0,0
9975,Sinhgad Road,Quick Bites,4,3.0,300,"Biryani, Chinese",0,0,0,0,0
9976,Aundh,Quick Bites,0,0.0,200,Street Food,0,0,0,0,0
9977,Viman Nagar,"Takeaway, Delivery",0,0.0,0,Fast Food,0,0,0,0,0
9978,Sinhgad Road,Quick Bites,0,0.0,200,North Indian,0,0,0,0,0
9979,Pimple Nilakh,Delivery,0,0.0,0,"Chinese, Thai",0,0,0,0,0
9980,Sinhgad Road,Quick Bites,0,0.0,250,"North Indian, South Indian, Maharashtrian, Biryani",0,0,0,0,0
9981,Shivaji Nagar,Quick Bites,0,0.0,250,Fast Food,0,1,0,0,0
9982,Chinchwad,Quick Bites,0,0.0,250,Fast Food,0,0,0,0,0
9983,Hadapsar,Quick Bites,0,0.0,400,"Chinese, Fast Food, Beverages",0,0,0,0,0
9984,Sinhgad Road,Quick Bites,0,0.0,200,"Street Food, Tea",0,0,0,0,0
9985,Kondhwa,Quick Bites,6,2.8,300,North Indian,0,0,0,0,0
9986,Chinchwad,Quick Bites,0,0.0,200,North Indian,0,0,0,0,0
9987,Rasta Peth,Delivery,0,0.0,0,"Fast Food, Biryani",0,0,0,0,0
9988,Pimple Saudagar,Quick Bites,33,2.9,400,"Biryani, Chinese",0,0,0,0,0
9989,Hadapsar,Quick Bites,0,0.0,300,North Indian,0,1,0,0,0
9990,Wakad,"Beverage Shop, Quick Bites",0,0.0,300,"Beverages, Fast Food",0,1,0,0,0
9991,Kondhwa,Quick Bites,12,3.3,100,Street Food,0,1,0,0,0
9992,Balewadi,Quick Bites,0,0.0,200,"Biryani, North Indian",0,0,0,0,0
9993,Sinhgad Road,Café,0,0.0,350,"Cafe, Fast Food",0,0,0,0,0
9994,Karve Nagar,Quick Bites,0,0.0,100,"Fast Food, Street Food",0,0,0,0,0
9995,Salunkhe Vihar Road,Quick Bites,4,3.3,300,"Fast Food, Beverages, Desserts",0,0,0,0,0
9996,Sinhgad Road,Quick Bites,7,3.2,250,"North Indian, Street Food",0,0,0,0,0
9997,Wadgaon Sheri,Quick Bites,0,0.0,100,"South Indian, Street Food",0,0,0,0,0
9998,Wagholi,Quick Bites,0,0.0,200,Fast Food,0,1,0,0,0
9999,Chandan Nagar,"Takeaway, Delivery",0,0.0,0,North Indian,0,0,0,0,0
10000,Aundh,Delivery,0,0.0,0,Fast Food,0,0,0,0,0
10001,Dhankawadi,Quick Bites,0,0.0,600,"Chinese, North Indian",0,0,0,0,0
10002,Wanowrie,Beverage Shop,0,0.0,100,"Tea, Street Food",0,0,0,0,0
10003,Deccan Gymkhana,Quick Bites,0,0.0,150,"North Indian, Lebanese, Momos",0,0,0,0,0
10004,Aundh,Quick Bites,0,0.0,350,North Indian,0,0,0,0,0
10005,Kharadi,Quick Bites,0,0.0,350,"North Indian, Chinese",0,0,0,0,0
10006,Kalyani Nagar,Quick Bites,0,0.0,300,Chinese,0,0,0,0,0
10007,Deccan & Peths,Food Truck,0,0.0,100,Beverages,0,0,0,0,0
10008,Wadgaon Sheri,Quick Bites,0,0.0,300,Fast Food,0,0,0,0,0
10009,Pimple Saudagar,Food Court,0,0.0,250,Maharashtrian,0,0,0,0,0
10010,Pashan,Quick Bites,7,3.3,550,"Fast Food, Beverages",0,0,0,0,0
10011,Kharadi,Quick Bites,0,0.0,200,"Biryani, North Indian",0,0,0,0,0
10012,Kharadi,Quick Bites,0,0.0,200,"North Indian, Fast Food",0,0,0,0,0
10013,Pimpri,Quick Bites,0,0.0,600,"North Indian, Street Food, Rajasthani",0,0,0,0,0
10014,Karve Nagar,Quick Bites,0,0.0,100,Street Food,0,0,0,0,0
10015,Bund Garden Road,Quick Bites,0,0.0,350,"Fast Food, Desserts, Beverages",0,0,0,0,0
10016,Koregaon Park,Casual Dining,0,0.0,800,"Bengali, North Indian, South Indian, Chinese",0,0,0,0,0
10017,Hadapsar,Delivery,4,3.1,0,"North Indian, Maharashtrian",0,0,0,0,0
10018,Warje,Quick Bites,0,0.0,300,"Fast Food, Italian",0,0,0,0,0
10019,Akurdi,"Takeaway, Delivery",0,0.0,0,"Biryani, Kebab",0,0,0,0,0
10020,Wagholi,Quick Bites,0,0.0,300,"North Indian, Chinese",0,0,0,0,0
10021,Kharadi,"Takeaway, Delivery",0,0.0,0,"Kebab, Rolls",0,0,0,0,0
10022,Hinjawadi,Bakery,24,2.9,500,Bakery,0,0,0,0,0
10023,Hinjawadi,Quick Bites,4,3.0,300,"North Indian, Biryani",0,0,0,0,0
10024,Pune-Solapur Road,Dhaba,4,3.0,400,North Indian,0,0,0,0,0
10025,Wakad,Quick Bites,8,3.2,300,"Fast Food, Sandwich, Ice Cream, Beverages",0,0,0,0,0
10026,Pune-Solapur Road,Quick Bites,0,0.0,300,Biryani,0,0,0,0,0
10027,Bavdhan,"Takeaway, Delivery",0,0.0,0,Maharashtrian,0,0,0,0,0
10028,Hinjawadi,Quick Bites,5,3.1,100,Street Food,0,0,0,0,0
10029,Dehu Road,Café,47,3.4,500,"Cafe, Beverages",0,0,0,0,0
10030,Dhanori,Delivery,0,0.0,0,"Parsi, Kebab",0,0,0,0,0
10031,Old Mumbai-Pune Highway,Bar,0,0.0,1800,Finger Food,0,0,0,0,1
10032,Camp Area,Bakery,5,2.9,250,"Bakery, Fast Food, Street Food",0,0,0,0,0
10033,Katraj,Quick Bites,19,2.8,200,Fast Food,0,0,0,0,0
10034,Bhosari,Quick Bites,0,0.0,300,"Chinese, North Indian",0,0,0,0,0
10035,NIBM Road,Quick Bites,0,0.0,300,"Arabian, Beverages",0,0,0,0,0
10036,Kothrud Area,Delivery,0,0.0,0,"North Indian, Chinese, Seafood",0,0,0,0,0
10037,Katraj,Quick Bites,4,2.9,300,North Indian,0,0,0,0,0
10038,Sinhgad Road,Dessert Parlor,11,2.9,400,"Desserts, Ice Cream",0,0,0,0,0
10039,Dhanori,Quick Bites,0,0.0,200,BBQ,0,0,0,0,0
10040,Dhanori,"Takeaway, Delivery",4,3.0,0,"South Indian, North Indian",0,0,0,0,0
10041,Shivapur,Quick Bites,4,2.9,300,"North Indian, South Indian, Chinese",0,1,0,0,0
10042,Bhosari,Quick Bites,0,0.0,200,Chinese,0,0,0,0,0
10043,Bhosari,Casual Dining,0,0.0,500,"North Indian, Chinese, South Indian, Fast Food, Street Food, Maharashtrian, Beverages",0,1,0,0,0
10044,Hadapsar,Delivery,4,3.0,0,"North Indian, Chinese",0,0,0,0,0
10045,Wagholi,Casual Dining,0,0.0,450,Maharashtrian,0,0,0,0,0
10046,Hinjawadi,Casual Dining,97,3.6,1000,"North Indian, Chinese",0,0,0,0,0
10047,Balewadi,Quick Bites,6,3.1,350,Biryani,0,0,0,0,0
10048,Hadapsar,Quick Bites,11,3.3,300,North Indian,0,0,0,0,0
10049,Sinhgad Road,Quick Bites,0,0.0,200,Fast Food,0,0,0,0,0
10050,Koregaon Park,Quick Bites,0,0.0,400,"Seafood, North Indian, Maharashtrian",0,0,0,0,0
10051,Kharadi,Quick Bites,0,0.0,300,"North Indian, South Indian, Chinese, Fast Food",0,0,0,0,0
10052,Budhwar Peth,Quick Bites,0,0.0,500,"Fast Food, Beverages",0,1,0,0,0
10053,Wagholi,Quick Bites,0,0.0,200,Fast Food,0,0,0,0,0
10054,Pune-Solapur Road,Quick Bites,0,0.0,500,"Chinese, North Indian, Fast Food",0,1,0,0,0
10055,KP and Kalyani,Delivery,0,0.0,0,"Biryani, North Indian",0,0,0,0,0
10056,Pimple Saudagar,Quick Bites,6,3.0,300,"Fast Food, Beverages",0,0,0,0,0
10057,Viman Nagar,Casual Dining,0,0.0,800,Chinese,0,0,0,0,0
10058,Pune-Solapur Road,Quick Bites,0,0.0,300,"South Indian, Fast Food",0,1,0,0,0
10059,FC Road,"Takeaway, Delivery",85,3.5,0,Healthy Food,0,0,0,0,0
10060,KP and Kalyani,Delivery,0,0.0,0,"Mughlai, North Indian",0,0,0,0,0
10061,Chinchwad,"Takeaway, Delivery",0,0.0,0,North Indian,0,0,0,0,0
10062,KP and Kalyani,Delivery,0,0.0,0,"North Indian, Chinese",0,0,0,0,0
10063,Budhwar Peth,Quick Bites,4,3.1,200,Maharashtrian,0,0,0,0,0
10064,Narhe,Mess,0,0.0,200,North Indian,0,0,0,0,0
10065,Pimpri,Quick Bites,0,0.0,300,"North Indian, South Indian",0,0,0,0,0
10066,Hadapsar,Quick Bites,0,0.0,250,Fast Food,0,0,0,0,0
10067,Pimpri,Dessert Parlor,0,0.0,150,"Desserts, Ice Cream",0,1,0,0,0
10068,Kalyani Nagar,Takeaway,0,0.0,0,North Indian,0,1,0,0,0
10069,Hadapsar,Quick Bites,0,0.0,300,North Indian,0,0,0,0,0
10070,Kharadi,Quick Bites,0,0.0,300,North Indian,0,0,0,0,0
10071,Karve Nagar,Quick Bites,0,0.0,600,Biryani,0,0,0,0,0
10072,Wakad,Quick Bites,0,0.0,400,"Maharashtrian, North Indian",0,0,0,0,0
10073,Wadgaon Sheri,Sweet Shop,0,0.0,200,Chinese,0,1,0,0,0
10074,Pimple Gurav,Quick Bites,0,0.0,200,"Maharashtrian, Fast Food",0,0,0,0,0
10075,Wakad,Quick Bites,0,0.0,300,"Chinese, North Indian",0,0,0,0,0
10076,Pimpri,Quick Bites,0,0.0,300,"Chinese, Maharashtrian, North Indian",0,0,0,0,0
10077,Kharadi,"Takeaway, Delivery",0,0.0,0,"Fast Food, Beverages",0,0,0,0,0
10078,Hadapsar,Food Court,0,0.0,300,North Indian,0,0,0,0,0
10079,Pimpri,Quick Bites,0,0.0,200,Fast Food,0,0,0,0,0
10080,Hadapsar,Quick Bites,0,0.0,350,"Continental, Fast Food, Ice Cream",0,0,0,0,0
10081,Hadapsar,Quick Bites,0,0.0,250,"Fast Food, Beverages",0,0,0,0,0
10082,Dhanori,Quick Bites,0,0.0,150,Fast Food,0,1,0,0,0
10083,Wagholi,Quick Bites,0,0.0,150,"North Indian, Street Food",0,0,0,0,0
10084,Ghorpadi,Quick Bites,0,0.0,150,"Street Food, Fast Food",0,0,0,0,0
10085,Sinhgad Road,Quick Bites,0,0.0,100,Street Food,0,0,0,0,0
10086,Wadgaon Sheri,Quick Bites,0,0.0,300,"Chinese, Fast Food",0,0,0,0,0
10087,Kharadi,Quick Bites,0,0.0,100,Street Food,0,0,0,0,0
10088,Chandan Nagar,Quick Bites,0,0.0,500,"Biryani, Chinese, Maharashtrian",0,0,0,0,0
10089,Koregaon Park,Quick Bites,5,3.1,400,"North Indian, Fast Food",0,0,0,0,0
10090,Wagholi,"Takeaway, Delivery",0,0.0,0,"Sandwich, Fast Food",0,0,0,0,0
10091,Kalyani Nagar,Kiosk,0,0.0,100,Street Food,0,1,0,0,0
10092,Ravet,"Takeaway, Delivery",7,3.2,0,"North Indian, Chinese",0,0,0,0,0
10093,Baner,Dessert Parlor,0,0.0,350,"Desserts, Ice Cream, Beverages",0,0,0,0,0
10094,Pimpri Chinchwad Area,Bakery,6,3.1,300,Bakery,0,0,0,0,0
10095,Hinjawadi,Quick Bites,0,0.0,300,Chinese,0,0,0,0,0
10096,Kharadi,Quick Bites,0,0.0,400,Chinese,0,0,0,0,0
10097,Aundh,Delivery,0,0.0,0,North Indian,0,0,0,0,0
10098,Erandwane,Quick Bites,9,3.2,100,Maharashtrian,0,1,0,0,0
10099,Mulshi Road,Dessert Parlor,0,0.0,300,"Desserts, Ice Cream",0,0,0,0,0
10100,Budhwar Peth,Kiosk,0,0.0,50,Tea,0,0,0,0,0
10101,Sinhgad Road,Quick Bites,0,0.0,150,"Street Food, Fast Food",0,0,0,0,0
10102,Khadki,Café,0,0.0,250,Cafe,0,0,0,0,0
10103,KP and Kalyani,Delivery,9,3.0,0,North Indian,0,0,0,0,0
10104,Hadapsar,Quick Bites,0,0.0,200,Chinese,0,0,0,0,0
10105,SB Road - Aundh,Food Truck,13,3.4,350,"Fast Food, Biryani",0,0,0,0,0
10106,Yerawada,Quick Bites,0,0.0,350,"North Indian, Chinese",0,0,0,0,0
10107,Wagholi,"Takeaway, Delivery",7,3.2,0,"North Indian, Maharashtrian",0,0,0,0,0
10108,Hadapsar,"Takeaway, Delivery",5,2.9,0,Biryani,0,0,0,0,0
10109,Sinhgad Road,Quick Bites,0,0.0,400,Fast Food,0,0,0,0,0
10110,Karve Nagar,Delivery,18,3.8,0,"Biryani, North Indian, Kebab",0,0,0,0,0
10111,Yerawada,Quick Bites,25,3.5,200,"North Indian, Chinese",0,0,0,0,0
10112,Deccan Gymkhana,Quick Bites,0,0.0,100,"Tea, Street Food",0,1,0,0,0
10113,Pimple Gurav,Quick Bites,0,0.0,300,"Biryani, North Indian",0,0,0,0,0
10114,Hadapsar,Quick Bites,0,0.0,400,"North Indian, Chinese",0,1,0,0,0
10115,Chinchwad,Quick Bites,0,0.0,150,"Street Food, Sandwich",0,1,0,0,0
10116,Sinhgad Road,Quick Bites,0,0.0,250,"North Indian, Chinese",0,0,0,0,0
10117,Sinhgad Road,Quick Bites,0,0.0,250,North Indian,0,0,0,0,0
10118,Baner,Quick Bites,0,0.0,400,"Rajasthani, North Indian, Chinese",0,0,0,0,0
10119,Narhe,"Beverage Shop, Quick Bites",0,0.0,200,"Juices, Fast Food, Beverages",0,0,0,0,0
10120,Dehu Road,Sweet Shop,0,0.0,150,Mithai,0,1,0,0,0
10121,Balewadi,Quick Bites,6,3.2,300,Street Food,0,0,0,0,0
10122,Swargate,Quick Bites,0,0.0,100,Fast Food,0,0,0,0,0
10123,JM Road,"Dessert Parlor, Beverage Shop",0,0.0,250,"Ice Cream, Beverages",0,1,0,0,0
10124,Sinhgad Road,Quick Bites,0,0.0,400,"Biryani, North Indian",0,0,0,0,0
10125,Dehu Road,Quick Bites,0,0.0,150,Fast Food,0,1,0,0,0
10126,Magarpatta,Quick Bites,0,0.0,300,"Maharashtrian, South Indian",0,1,0,0,0
10127,Wakad,Casual Dining,0,0.0,600,North Indian,0,0,0,0,0
10128,Bibvewadi,Bakery,0,0.0,150,Bakery,0,0,0,0,0
10129,Sinhgad Road,Casual Dining,15,3.3,200,"Maharashtrian, South Indian, North Indian",0,0,0,0,0
10130,Khadki,Quick Bites,0,0.0,150,"Maharashtrian, Beverages, North Indian",0,1,0,0,0
10131,Pimple Gurav,Food Court,8,3.2,400,"BBQ, North Indian, Rolls",0,0,0,0,0
10132,Hinjawadi,Quick Bites,8,3.2,400,"North Indian, Chinese, Fast Food",0,0,0,0,0
10133,Warje,Quick Bites,0,0.0,350,"Maharashtrian, South Indian",0,1,0,0,0
10134,Balewadi,Food Court,12,3.3,300,Biryani,0,0,0,0,0
10135,Pimple Gurav,"Takeaway, Delivery",0,0.0,0,Fast Food,0,0,0,0,0
10136,Pimple Saudagar,Quick Bites,0,0.0,250,Fast Food,0,1,0,0,0
10137,Old Mumbai-Pune Highway,Bakery,10,3.2,200,Bakery,0,0,0,0,0
10138,Chinchwad,Casual Dining,0,0.0,600,"North Indian, Maharashtrian, Chinese",0,0,0,0,0
10139,Kothrud,Quick Bites,5,3.1,150,Street Food,0,1,0,0,0
10140,Dhanori,"Takeaway, Delivery",4,3.0,0,Maharashtrian,0,0,0,0,0
10141,Baner,Quick Bites,5,3.1,200,Street Food,0,0,0,0,0
10142,Baner,Quick Bites,6,3.2,150,"Fast Food, South Indian",0,0,0,0,0
10143,Dehu Road,Casual Dining,4,3.0,600,"North Indian, Chinese",0,0,0,0,0
10144,Chinchwad,Quick Bites,0,0.0,200,"Momos, Fast Food, Sandwich",0,0,0,0,0
10145,Hadapsar,Dessert Parlor,0,0.0,100,"Desserts, Ice Cream",0,1,0,0,0
10146,Pimpri,Quick Bites,16,3.3,400,"Fast Food, North Indian",0,0,0,0,0
10147,Rasta Peth,Quick Bites,0,0.0,150,Fast Food,0,1,0,0,0
10148,Kalyani Nagar,"Bakery, Dessert Parlor",0,0.0,500,"Bakery, Desserts",0,0,0,0,0
10149,Magarpatta,Food Court,0,0.0,300,Burger,0,0,0,0,0
10150,Hadapsar,Quick Bites,0,0.0,300,"South Indian, North Indian, Fast Food",0,1,0,0,0
10151,Karve Nagar,"Takeaway, Delivery",9,3.2,0,Rolls,0,0,0,0,0
10152,Hadapsar,Quick Bites,0,0.0,300,"Fast Food, Beverages",0,0,0,0,0
10153,Lohegaon,Takeaway,0,0.0,0,"Fast Food, Maharashtrian, Gujarati",0,0,0,0,0
10154,Warje,Beverage Shop,0,0.0,200,Beverages,0,1,0,0,0
10155,Aundh,Quick Bites,9,3.1,250,Maharashtrian,0,1,0,0,0
10156,Ghorpadi,Quick Bites,0,0.0,200,Fast Food,0,0,0,0,0
10157,Yerawada,Casual Dining,0,0.0,600,"North Indian, Chinese",0,0,0,0,0
10158,Hinjawadi,Quick Bites,0,0.0,400,"Hyderabadi, Biryani, Beverages",0,0,0,0,0
10159,Kondhwa,Bakery,17,3.4,200,Bakery,0,0,0,0,0
10160,Aundh,Quick Bites,5,3.1,350,"North Indian, Chinese, South Indian",0,0,0,0,0
10161,Magarpatta,Food Court,0,0.0,350,"Cafe, Fast Food, Beverages, South Indian, Street Food, Chinese",0,1,0,0,0
10162,Koregaon Bhima,Casual Dining,0,0.0,400,"North Indian, Maharashtrian",0,0,0,0,0
10163,Akurdi,Café,0,0.0,200,"Cafe, Italian, Desserts, Fast Food",0,0,0,0,0
10164,Narhe,Casual Dining,0,0.0,400,"Maharashtrian, North Indian",0,0,0,0,0
10165,Karve Nagar,Casual Dining,0,0.0,500,"North Indian, Kebab, Mughlai",0,0,0,0,0
10166,Shivaji Nagar,Quick Bites,0,0.0,250,"Biryani, Street Food",0,0,0,0,0
10167,Pimpri,"Takeaway, Delivery",4,2.8,0,"North Indian, Biryani",0,0,0,0,0
10168,Pimpri,Quick Bites,4,3.0,300,Street Food,0,0,0,0,0
10169,Dhole Patil Road,Quick Bites,4,3.0,150,South Indian,0,0,0,0,0
10170,Mundhwa,Quick Bites,18,3.5,200,North Indian,0,0,0,0,0
10171,Sinhgad Road,Delivery,4,3.0,0,Biryani,0,0,0,0,0
10172,Nigdi,"Takeaway, Delivery",0,0.0,0,Bakery,0,0,0,0,0
10173,Pimple Gurav,Quick Bites,0,0.0,200,"Chinese, Street Food",0,1,0,0,0
10174,Karve Nagar,Quick Bites,0,0.0,250,Chinese,0,0,0,0,0
10175,Nigdi,Café,0,0.0,250,"Cafe, Italian, Chinese, Fast Food",0,0,0,0,0
10176,Nigdi,Quick Bites,0,0.0,200,"Coffee, Maharashtrian",0,0,0,0,0
10177,Kondhwa,Bakery,0,0.0,300,"Bakery, Mithai",0,0,0,0,0
10178,Chandan Nagar,Quick Bites,0,0.0,250,North Indian,0,0,0,0,0
10179,Pimple Saudagar,Quick Bites,9,3.3,200,Ice Cream,0,0,0,0,0
10180,Ravet,Quick Bites,20,3.4,300,"Chinese, North Indian, Maharashtrian, South Indian",0,1,0,0,0
10181,Wakad,Quick Bites,0,0.0,350,"North Indian, South Indian, Mughlai",0,0,0,0,0
10182,Dange Chowk,Quick Bites,0,0.0,250,North Indian,0,0,0,0,0
10183,Hadapsar,Dessert Parlor,0,0.0,250,"Ice Cream, Desserts",0,0,0,0,0
10184,Hadapsar,Dhaba,0,0.0,300,North Indian,0,0,0,0,0
10185,FC Road,Beverage Shop,0,0.0,100,Beverages,0,0,0,0,0
10186,Pimple Saudagar,Quick Bites,0,0.0,200,North Indian,0,0,0,0,0
10187,Katraj,Quick Bites,0,0.0,400,"North Indian, Chinese",0,0,0,0,0
10188,Karve Nagar,"Takeaway, Delivery",0,0.0,0,Street Food,0,0,0,0,0
10189,Baner,Delivery,0,0.0,0,"Chinese, Fast Food, Street Food, North Indian, Beverages",0,0,0,0,0
10190,Koregaon Park,Quick Bites,0,0.0,200,Fast Food,0,0,0,0,0
